Age Group,State,Average State Income,Scam Type,Contact Method,Amount_lost,Actual_Number_of_Reports,Predicted_Number_of_Reports
45 - 54,Western Australia,2094.3,Other,Text message,0,4,5.22
65 and over,Victoria,1882,Phishing,Mobile apps,0,9,13.97
55 - 64,Northern Territory,1845.8,Phishing,Text message,0,4,11.76
55 - 64,New South Wales,1935.7,Identity theft,Text message,0,16,7.16
18 - 24,New South Wales,1935.7,Other,Email,800,1,5.27
18 - 24,New South Wales,2126.5,Online shopping,Social media/Online forums,0,2,0.02
55 - 64,Victoria,1882,"Threats to life, arrest or other",Phone call,0,1,2.36
55 - 64,Tasmania,1710.8,Identity theft,Phone call,0,1,1.51
18 - 24,New South Wales,2126.5,Other,Phone call,0,2,0.7
25 - 34,New South Wales,1935.7,Classified,Text message,0,1,2.77
35 - 44,Western Australia,2094.3,Phishing,Email,0,2,8.58
65 and over,Victoria,1882,Identity theft,Email,0,15,9.78
35 - 44,Queensland,1901,Phishing,Social media/Online forums,0,1,1.14
25 - 34,Queensland,1901,Dating and romance,Text message,0,1,1.53
35 - 44,Victoria,1882,False billing,Text message,0,14,6.84
18 - 24,Victoria,1882,Jobs and employment,Social media/Online forums,1986,1,1.86
35 - 44,New South Wales,1935.7,inheritance and unexpected money,Email,0,2,1.74
45 - 54,New South Wales,2126.5,Phishing,Text message,0,21,12.78
Under 18,Western Australia,2094.3,Overpayment,Social media/Online forums,0,1,0
55 - 64,New South Wales,1935.7,False billing,Text message,660,22,10
35 - 44,Queensland,1901,Online shopping,Text message,0,5,6.13
35 - 44,Queensland,1901,Other,Email,0,1,5.4
18 - 24,New South Wales,1935.7,Identity theft,Mobile apps,2800,1,2.64
25 - 34,Western Australia,2094.3,Online shopping,Text message,0,2,3.72
45 - 54,New South Wales,1935.7,Remote access,Phone call,0,8,2.36
55 - 64,Queensland,1901,Phishing,Mobile apps,0,2,3.63
65 and over,New South Wales,2126.5,Phishing,Text message,0,22,33.55
65 and over,Victoria,1882,Remote access,Email,0,6,6.71
25 - 34,Queensland,1901,Betting and sports investment,Text message,0,1,1.44
35 - 44,South Australia,1776.9,Mobile premium services,Text message,0,1,0.33
35 - 44,South Australia,1776.9,Dating and romance,Mobile apps,0,1,0.3
25 - 34,Tasmania,1710.8,Jobs and employment,Social media/Online forums,0,1,0
55 - 64,New South Wales,1935.7,Identity theft,Email,0,10,6.88
18 - 24,Western Australia,2094.3,Phishing,Text message,0,1,1.39
25 - 34,Victoria,1882,Online shopping,Phone call,0,1,3.36
55 - 64,Victoria,1882,Dating and romance,Phone call,0,1,2.36
65 and over,Tasmania,1710.8,False billing,Email,0,4,7.98
25 - 34,Tasmania,1710.8,Phishing,Text message,0,1,0.8
45 - 54,New South Wales,1935.7,Hacking,Email,0,1,3.42
45 - 54,Queensland,1901,Other,Mail,0,1,1.73
25 - 34,Victoria,1882,Classified,Mobile apps,1600,3,2.2
35 - 44,Queensland,1901,"Threats to life, arrest or other",Phone call,0,1,1.5
25 - 34,South Australia,1776.9,Phishing,Email,0,1,2.89
25 - 34,South Australia,1776.9,Other,Mail,0,1,0
25 - 34,Queensland,1901,Dating and romance,Internet,350,1,0.75
55 - 64,Western Australia,2094.3,Online shopping,Phone call,0,3,3.27
45 - 54,South Australia,1776.9,Remote access,Social media/Online forums,2.17,1,0.73
65 and over,Queensland,1901,Classified,Email,0,3,7.35
65 and over,Queensland,1901,Remote access,In person,504,1,1.88
35 - 44,Queensland,1901,Online shopping,Email,0,2,5.4
45 - 54,New South Wales,1935.7,Health and medical products,Internet,404.14,1,1.46
35 - 44,Victoria,1882,Investment,Email,258,1,2.25
65 and over,Northern Territory,1845.8,False billing,Social media/Online forums,0,1,1.3
65 and over,New South Wales,1935.7,Classified,Text message,0,1,7.18
45 - 54,Victoria,1882,False billing,Phone call,2550,4,5.41
35 - 44,New South Wales,1935.7,Hacking,Social media/Online forums,0,2,2.31
65 and over,South Australia,1776.9,Hacking,Text message,0,3,4.15
25 - 34,Queensland,1901,Dating and romance,Internet,300,1,0.71
Under 18,South Australia,1776.9,Online shopping,Social media/Online forums,170,1,0.11
65 and over,Victoria,1882,Dating and romance,Internet,0,1,1.52
25 - 34,Victoria,1882,Identity theft,Phone call,0,4,3.33
25 - 34,Victoria,1882,Online shopping,Email,2817.38,4,5.97
65 and over,Victoria,1882,Remote access,Text message,0,7,5.9
65 and over,Victoria,1882,Classified,Email,0,5,7.69
35 - 44,New South Wales,1935.7,"Travel, prizes and lottery",Phone call,0,1,1.75
25 - 34,Queensland,1901,Identity theft,Phone call,0,2,2.99
45 - 54,New South Wales,1935.7,Identity theft,Text message,0,8,6.18
55 - 64,Queensland,1901,Ransomware and malware,Email,0,3,2.83
55 - 64,New South Wales,2126.5,Online shopping,Text message,0,1,3.87
65 and over,New South Wales,2126.5,"Travel, prizes and lottery",Text message,0,1,1.16
65 and over,New South Wales,1935.7,"Travel, prizes and lottery",Mail,0,1,1.41
65 and over,Western Australia,2094.3,Phishing,Text message,0,51,44.02
45 - 54,South Australia,1776.9,False billing,Email,15832.96,2,5.76
Under 18,Queensland,1901,False billing,Text message,0,2,4.98
45 - 54,Northern Territory,1845.8,Online shopping,Email,0,1,1.68
25 - 34,New South Wales,1935.7,Investment,Internet,10000,2,1.88
25 - 34,Victoria,1882,Investment,Phone call,0,3,1.79
45 - 54,Western Australia,2094.3,Investment,Email,21445,4,1.33
25 - 34,Victoria,1882,"Threats to life, arrest or other",Text message,0,1,1.86
55 - 64,Western Australia,2094.3,Phishing,Email,0,44,25.43
18 - 24,Victoria,1882,Health and medical products,Text message,0,1,1.39
25 - 34,Queensland,1901,Jobs and employment,Mobile apps,1271,3,1.62
65 and over,Tasmania,1710.8,Phishing,Email,0,8,33.03
25 - 34,South Australia,1776.9,"Threats to life, arrest or other",Email,0,1,0
35 - 44,Victoria,1882,Health and medical products,In person,0,1,1.19
25 - 34,New South Wales,1935.7,Overpayment,Text message,100,1,1.8
25 - 34,Northern Territory,1845.8,Online shopping,Social media/Online forums,39,1,0.09
18 - 24,South Australia,1776.9,Identity theft,Text message,0,1,1.33
25 - 34,Victoria,1882,Investment,Social media/Online forums,242998.66,2,2.23
18 - 24,Queensland,1901,Identity theft,Phone call,0,1,2.06
65 and over,New South Wales,1935.7,Identity theft,Social media/Online forums,0,2,4.51
Under 18,Victoria,1882,Identity theft,Internet,0,1,0.2
18 - 24,Victoria,1882,Phishing,Internet,0,1,0
65 and over,Queensland,1901,Health and medical products,Text message,0,2,4.66
65 and over,Western Australia,2094.3,Phishing,Social media/Online forums,0,1,5.98
65 and over,Queensland,1901,Other,Mail,0,1,3.51
35 - 44,Tasmania,1710.8,False billing,Phone call,0,1,2.07
45 - 54,Victoria,1882,Other,Mobile apps,0,1,2
35 - 44,New South Wales,1935.7,Jobs and employment,Internet,135000,1,1.92
35 - 44,Western Australia,2094.3,False billing,Email,0,6,4.76
25 - 34,Queensland,1901,False billing,Phone call,0,5,3.4
45 - 54,Victoria,1882,Hacking,Phone call,0,3,2.86
35 - 44,Victoria,1882,Phishing,Email,35,8,22.86
18 - 24,Northern Territory,1845.8,Online shopping,Internet,450,1,0.33
65 and over,Tasmania,1710.8,Phishing,Email,0,15,33.03
35 - 44,South Australia,1776.9,Mobile premium services,Phone call,0,1,0.89
35 - 44,New South Wales,1935.7,Hacking,In person,0,1,1.63
35 - 44,Victoria,1882,Classified,Mobile apps,50,1,1.62
18 - 24,New South Wales,2126.5,Online shopping,Social media/Online forums,570,1,0.59
65 and over,Queensland,1901,Phishing,Email,0,197,63.59
65 and over,Tasmania,1710.8,Phishing,Text message,0,17,33.3
65 and over,Queensland,1901,False billing,Email,0,40,12.81
35 - 44,Queensland,1901,inheritance and unexpected money,Text message,0,1,1.84
55 - 64,Queensland,1901,Online shopping,Email,0,1,7.82
65 and over,Victoria,1882,"Travel, prizes and lottery",Mail,0,1,1.55
55 - 64,New South Wales,1935.7,Phishing,Social media/Online forums,0,1,10.56
65 and over,New South Wales,1935.7,Phishing,Internet,0,1,17.41
65 and over,Victoria,1882,Other,Internet,0,1,4.43
45 - 54,New South Wales,1935.7,False billing,Text message,0,17,8.1
45 - 54,South Australia,1776.9,False billing,Text message,0,5,4.83
65 and over,Queensland,1901,Hacking,Email,400,28,11.91
45 - 54,New South Wales,1935.7,Ransomware and malware,Social media/Online forums,0,1,1.55
35 - 44,Victoria,1882,False billing,Internet,50,1,2.2
35 - 44,Northern Territory,1845.8,Online shopping,Internet,110.72,1,0
55 - 64,Victoria,1882,Identity theft,Mail,0,1,2.07
45 - 54,Queensland,1901,Investment,Phone call,11800,3,2.5
35 - 44,Victoria,1882,Phishing,Text message,7350,61,41.52
25 - 34,Victoria,1882,Jobs and employment,Text message,39351.96,2,2.2
25 - 34,New South Wales,1935.7,Other,Social media/Online forums,50,4,2.59
25 - 34,Victoria,1882,Identity theft,Social media/Online forums,0,1,2.42
35 - 44,New South Wales,2126.5,Mobile premium services,Phone call,0,1,0.47
55 - 64,New South Wales,1935.7,Classified,Email,2700,5,4.78
35 - 44,Queensland,1901,Mobile premium services,Phone call,0,2,1.47
35 - 44,New South Wales,1935.7,Overpayment,Internet,0,1,0.88
25 - 34,New South Wales,1935.7,Classified,Text message,0,5,2.77
45 - 54,New South Wales,1935.7,Online shopping,Text message,0,1,7.73
25 - 34,Western Australia,2094.3,Overpayment,Text message,0,1,0.49
18 - 24,New South Wales,1935.7,"Threats to life, arrest or other",Phone call,0,2,1.05
25 - 34,New South Wales,1935.7,Identity theft,Phone call,0,6,3.73
35 - 44,Queensland,1901,"Threats to life, arrest or other",Email,0,1,1.57
55 - 64,Northern Territory,1845.8,False billing,Email,0,1,3.63
25 - 34,Victoria,1882,Identity theft,Mobile apps,0,1,1.6
35 - 44,New South Wales,1935.7,Health and medical products,Internet,89.95,1,0.98
35 - 44,Western Australia,2094.3,Classified,Mobile apps,0,2,0.78
45 - 54,New South Wales,2126.5,Online shopping,Email,200,3,2.74
25 - 34,Western Australia,2094.3,Online shopping,Phone call,0,1,1.84
25 - 34,Queensland,1901,Health and medical products,Internet,29.95,1,0.48
65 and over,New South Wales,1935.7,Online shopping,Social media/Online forums,126.55,4,6.13
25 - 34,Queensland,1901,Investment,Social media/Online forums,0,1,0.94
55 - 64,Queensland,1901,Phishing,Text message,5000,71,56.85
18 - 24,Western Australia,2094.3,Remote access,Text message,0,1,0.47
65 and over,New South Wales,1935.7,Investment,Internet,0,1,1.76
65 and over,Western Australia,2094.3,Identity theft,Email,0,7,6.8
65 and over,Queensland,1901,"Threats to life, arrest or other",Text message,0,2,5.29
35 - 44,Western Australia,2094.3,Dating and romance,Social media/Online forums,0,1,0.56
45 - 54,South Australia,1776.9,False billing,Email,0,5,4.7
45 - 54,New South Wales,1935.7,Other,Mobile apps,0,4,2.34
35 - 44,New South Wales,1935.7,Investment,Internet,100000,4,2.2
45 - 54,New South Wales,1935.7,Remote access,Mobile apps,1000,1,1.99
45 - 54,Queensland,1901,Online shopping,Email,201.77,3,6.56
25 - 34,South Australia,1776.9,Phishing,Phone call,0,3,0
65 and over,Queensland,1901,Hacking,Email,0,41,7.35
25 - 34,Victoria,1882,Rebate,Internet,2400,1,1.83
35 - 44,Western Australia,2094.3,inheritance and unexpected money,Phone call,0,1,0.88
35 - 44,New South Wales,1935.7,Other,Internet,135.99,1,2.21
45 - 54,New South Wales,1935.7,Identity theft,Phone call,0,5,4.48
25 - 34,New South Wales,1935.7,Phishing,Email,4000,6,42.63
35 - 44,Victoria,1882,Online shopping,Social media/Online forums,1230,5,3.97
35 - 44,Victoria,1882,Hacking,Phone call,0,1,2.75
55 - 64,Tasmania,1710.8,Other,Email,0,2,3.34
18 - 24,New South Wales,1935.7,Jobs and employment,Social media/Online forums,500,4,1.04
45 - 54,Queensland,1901,"Threats to life, arrest or other",Email,0,2,1.87
35 - 44,Queensland,1901,Online shopping,In person,2770,1,2.94
35 - 44,Queensland,1901,Online shopping,Mobile apps,67.99,2,1.42
25 - 34,South Australia,1776.9,Other,Phone call,0,1,1.65
45 - 54,Victoria,1882,Classified,Text message,0,4,3.49
35 - 44,South Australia,1776.9,Other,Phone call,0,1,1.97
45 - 54,Tasmania,1710.8,Other,Email,0,1,1.99
45 - 54,Victoria,1882,Classified,Phone call,0,2,2.86
35 - 44,New South Wales,1935.7,False billing,Text message,0,5,7.24
45 - 54,Queensland,1901,Dating and romance,Mobile apps,16408.43,3,1.93
45 - 54,South Australia,1776.9,Health and medical products,Text message,0,1,0.63
65 and over,South Australia,1776.9,Investment,Phone call,429500,3,2.26
55 - 64,South Australia,1776.9,Phishing,Text message,0,13,22.83
Under 18,New South Wales,1935.7,Identity theft,Text message,0,2,3.05
55 - 64,Queensland,1901,Classified,Email,0,5,3.95
45 - 54,Victoria,1882,False billing,Social media/Online forums,31,1,3.33
Under 18,Queensland,1901,Other,Phone call,0,1,3.2
18 - 24,New South Wales,1935.7,Classified,Social media/Online forums,1500,3,2.77
65 and over,South Australia,1776.9,False billing,Email,358,36,12.55
65 and over,Victoria,1882,Hacking,Text message,0,4,6.88
65 and over,Tasmania,1710.8,False billing,Text message,0,4,7.27
25 - 34,Victoria,1882,Phishing,Text message,500,34,24.08
35 - 44,Victoria,1882,inheritance and unexpected money,Text message,0,2,2.18
Under 18,Victoria,1882,Phishing,Email,0,1,15.55
55 - 64,New South Wales,1935.7,Classified,Text message,0,1,4.76
35 - 44,Queensland,1901,Phishing,Text message,0,15,24.22
45 - 54,New South Wales,1935.7,Mobile premium services,Phone call,0,1,2.06
Under 18,New South Wales,1935.7,Online shopping,Mobile apps,187.3,1,1.12
65 and over,Victoria,1882,Phishing,Internet,39.35,1,15.4
45 - 54,Queensland,1901,Classified,Internet,700,1,2.19
55 - 64,Queensland,1901,inheritance and unexpected money,Text message,0,1,3.01
65 and over,Victoria,1882,Online shopping,Social media/Online forums,0,1,5.35
18 - 24,Queensland,1901,"Travel, prizes and lottery",Text message,0,1,1.14
35 - 44,Queensland,1901,Classified,Email,9820,1,2.81
55 - 64,Queensland,1901,Investment,Text message,0,1,3.49
65 and over,South Australia,1776.9,Classified,Phone call,0,1,2.85
45 - 54,Queensland,1901,"Travel, prizes and lottery",Text message,0,1,2.23
35 - 44,Victoria,1882,Online shopping,Email,0,4,5.73
55 - 64,New South Wales,1935.7,Mobile premium services,Text message,0,1,3.49
18 - 24,Victoria,1882,Classified,Email,11320,4,2.41
45 - 54,New South Wales,1935.7,Identity theft,Mail,0,1,2.32
Under 18,Queensland,1901,False billing,Email,0,1,5.69
65 and over,Western Australia,2094.3,Ransomware and malware,Email,0,4,2.97
45 - 54,New South Wales,1935.7,"Threats to life, arrest or other",Email,0,1,2.35
45 - 54,Northern Territory,1845.8,Hacking,Email,0,1,0
35 - 44,Queensland,1901,Investment,Phone call,0,1,1.77
18 - 24,Queensland,1901,Identity theft,Mail,0,1,0.9
55 - 64,New South Wales,1935.7,Classified,Internet,500,1,2.28
25 - 34,Victoria,1882,False billing,Social media/Online forums,275,2,2.66
35 - 44,Tasmania,1710.8,Investment,Phone call,0,1,0.72
65 and over,New South Wales,1935.7,Fake charity,Phone call,0,1,3.09
18 - 24,New South Wales,1935.7,Other,Email,0,1,4.39
45 - 54,New South Wales,1935.7,Dating and romance,Internet,150,1,1.2
55 - 64,New South Wales,1935.7,Overpayment,Mobile apps,145,1,1.09
45 - 54,Western Australia,2094.3,Online shopping,Text message,0,3,5.22
35 - 44,Northern Territory,1845.8,Other,Phone call,0,1,1.42
65 and over,Victoria,1882,Remote access,Email,0,1,6.71
65 and over,New South Wales,1935.7,Identity theft,Phone call,600000,5,6.72
55 - 64,Queensland,1901,Identity theft,Social media/Online forums,0,1,2.8
65 and over,Tasmania,1710.8,False billing,Text message,0,3,7.27
55 - 64,New South Wales,1935.7,Classified,Phone call,0,1,3.58
18 - 24,South Australia,1776.9,Classified,Internet,8000,1,1.27
45 - 54,Western Australia,2094.3,Identity theft,Mail,0,1,1.15
55 - 64,New South Wales,1935.7,Online shopping,Email,0,3,8.78
25 - 34,Victoria,1882,Rebate,Phone call,0,1,1.51
55 - 64,South Australia,1776.9,Investment,Email,0,2,1.52
35 - 44,Queensland,1901,Remote access,Text message,700,3,2.52
35 - 44,New South Wales,1935.7,"Threats to life, arrest or other",Text message,0,1,2.18
18 - 24,Victoria,1882,Identity theft,Social media/Online forums,0,1,1.82
45 - 54,Victoria,1882,Other,Email,0,2,6.37
35 - 44,Queensland,1901,Classified,Internet,117.51,1,1.48
55 - 64,New South Wales,1935.7,Overpayment,Email,0,1,3.31
65 and over,Queensland,1901,Phishing,Mobile apps,3635,2,35.06
55 - 64,New South Wales,1935.7,Overpayment,Social media/Online forums,0,1,1.62
65 and over,New South Wales,2126.5,Remote access,Phone call,0,1,1.21
35 - 44,New South Wales,1935.7,Fake charity,Text message,0,1,2.1
65 and over,Western Australia,2094.3,Jobs and employment,Internet,0,1,0.4
65 and over,Western Australia,2094.3,False billing,Mail,0,2,2.37
25 - 34,Western Australia,2094.3,Online shopping,Email,5000,1,3.89
65 and over,Queensland,1901,Online shopping,Phone call,0,1,7.29
55 - 64,Victoria,1882,Rebate,Email,0,1,3.37
55 - 64,Victoria,1882,Overpayment,In person,0,1,1.14
35 - 44,Victoria,1882,Identity theft,Email,2526.6,2,5.1
18 - 24,South Australia,1776.9,Online shopping,Email,81,1,1.6
35 - 44,Queensland,1901,Other,In person,0,1,1.42
65 and over,New South Wales,1935.7,Ransomware and malware,Email,0,4,5.95
25 - 34,New South Wales,1935.7,Pyramid schemes,Internet,0,1,0.56
65 and over,New South Wales,1935.7,Classified,Email,0,7,7.98
25 - 34,Victoria,1882,Phishing,Phone call,16010,6,9.83
25 - 34,Western Australia,2094.3,Identity theft,Phone call,0,1,2.27
55 - 64,New South Wales,1935.7,Identity theft,In person,2900,1,3.29
65 and over,Victoria,1882,Phishing,Phone call,11000,54,48.95
55 - 64,Western Australia,2094.3,False billing,Text message,0,9,6.76
35 - 44,Queensland,1901,Betting and sports investment,Text message,0,1,1.84
35 - 44,New South Wales,2126.5,Phishing,Phone call,0,1,0.55
25 - 34,New South Wales,1935.7,Other,Social media/Online forums,478,3,3.2
35 - 44,Queensland,1901,Hacking,Phone call,0,2,2.42
55 - 64,Tasmania,1710.8,Health and medical products,Email,0,1,0
18 - 24,Western Australia,2094.3,"Threats to life, arrest or other",Social media/Online forums,889.02,2,0.61
45 - 54,South Australia,1776.9,Phishing,Internet,0,1,0
65 and over,New South Wales,1935.7,Identity theft,Internet,0,2,3.41
55 - 64,Tasmania,1710.8,Health and medical products,Text message,0,1,0.03
65 and over,Queensland,1901,Investment,Internet,14900,1,2.26
25 - 34,Northern Territory,1845.8,Online shopping,Social media/Online forums,1700,1,2.41
